Aplicacao,PPI,NumTh,NumRep,Throughput,Latencia
Bzip2,spar_np,12,3,151.626901,6871.696874
Bzip2,spar_np,12,4,153.28685,6959.658617
Bzip2,spar_np,12,5,152.340118,6850.035073
Bzip2,spar_np,12,6,154.294016,6860.085823
Bzip2,spar_np,12,7,152.036197,6806.334119
Bzip2,spar_np,12,8,154.247494,7002.592153
Bzip2,spar(Custom),1,1,22.913482,50390.74399
Bzip2,spar(Custom),1,2,22.902495,50421.09429
Bzip2,spar(Custom),1,3,22.912388,50391.06511
Bzip2,spar(Custom),1,4,22.865371,50500.85829
Bzip2,spar(Custom),1,5,22.864496,50507.95648
Bzip2,spar(Custom),1,6,22.876013,50493.19737
Bzip2,spar(Custom),1,7,22.89073,50449.47521
Bzip2,spar(Custom),1,8,22.847671,50539.80926
Bzip2,spar(Custom),2,1,45.508931,25260.84977
Bzip2,spar(Custom),2,2,45.442291,25297.22806
Bzip2,spar(Custom),2,3,45.390008,25321.38504
Bzip2,spar(Custom),2,4,45.391529,25329.63015
Bzip2,spar(Custom),2,5,45.38456,25330.86883
Bzip2,spar(Custom),2,6,45.410574,25318.77545
Bzip2,spar(Custom),2,7,45.416546,25300.61577
Bzip2,spar(Custom),2,8,45.396337,25316.7985
Bzip2,spar(Custom),3,1,67.417982,16989.60986
Bzip2,spar(Custom),3,2,67.455942,16959.73897
Bzip2,spar(Custom),3,3,67.356075,16980.63112
Bzip2,spar(Custom),3,4,67.260954,16990.42607
Bzip2,spar(Custom),3,5,67.335037,17009.63927
Bzip2,spar(Custom),3,6,67.330307,16995.14123
Bzip2,spar(Custom),3,7,67.291973,17013.66917
Bzip2,spar(Custom),3,8,67.341385,17017.6933
Bzip2,spar(Custom),4,1,87.828742,12976.43764
Bzip2,spar(Custom),4,2,87.655436,13027.39229
Bzip2,spar(Custom),4,3,87.713471,12969.26204
Bzip2,spar(Custom),4,4,87.6701,12965.15127
Bzip2,spar(Custom),4,5,87.712005,12972.00819
Bzip2,spar(Custom),4,6,87.729382,12961.03284
Bzip2,spar(Custom),4,7,87.609554,13005.62481
Bzip2,spar(Custom),4,8,87.65479,12949.27714
Bzip2,spar(Custom),5,1,106.008682,10643.30726
Bzip2,spar(Custom),5,2,106.134414,10595.87642
Bzip2,spar(Custom),5,3,105.747591,10688.37246
Bzip2,spar(Custom),5,4,105.925761,10628.70412
Bzip2,spar(Custom),5,5,105.653154,10799.75837
Bzip2,spar(Custom),5,6,105.658356,10677.99203
Bzip2,spar(Custom),5,7,105.608177,10726.74278
Bzip2,spar(Custom),5,8,105.285099,10743.23401
Bzip2,spar(Custom),6,1,113.106509,9789.441019
Bzip2,spar(Custom),6,2,112.723127,9784.272522
Bzip2,spar(Custom),6,3,112.447557,9701.149224
Bzip2,spar(Custom),6,4,112.855265,9776.77395
Bzip2,spar(Custom),6,5,109.288614,9741.222317
Bzip2,spar(Custom),6,6,113.565385,9789.670224
Bzip2,spar(Custom),6,7,113.26854,9763.204213
Bzip2,spar(Custom),6,8,112.625897,9667.333075
Bzip2,spar(Custom),7,1,122.646502,9038.304684
Bzip2,spar(Custom),7,2,119.825699,9103.214599
Bzip2,spar(Custom),7,3,119.473095,9055.292547
Bzip2,spar(Custom),7,4,120.601251,9062.311291
Bzip2,spar(Custom),7,5,118.047252,9087.721979
Bzip2,spar(Custom),7,6,121.671396,9089.312418
Bzip2,spar(Custom),7,7,119.524072,9039.384407
Bzip2,spar(Custom),7,8,121.689986,8999.504747
Bzip2,spar(Custom),8,1,127.115375,8488.496528
Bzip2,spar(Custom),8,2,129.516042,8497.859707
Bzip2,spar(Custom),8,3,129.990756,8514.102028
Bzip2,spar(Custom),8,4,129.799998,8497.598183
Bzip2,spar(Custom),8,5,128.85661,8474.626584
Bzip2,spar(Custom),8,6,129.17189,8573.833387
Bzip2,spar(Custom),8,7,127.881411,8531.464234
Bzip2,spar(Custom),8,8,130.07287,8444.025083
Bzip2,spar(Custom),9,1,135.387322,8048.467159
Bzip2,spar(Custom),9,2,136.579273,8059.871348
Bzip2,spar(Custom),9,3,136.917099,8058.781461
Bzip2,spar(Custom),9,4,136.236742,8004.607664
Bzip2,spar(Custom),9,5,135.883253,8081.419601
Bzip2,spar(Custom),9,6,135.655823,8159.011765
Bzip2,spar(Custom),9,7,136.835165,8023.805752
Bzip2,spar(Custom),9,8,137.073178,8074.701077
Bzip2,spar(Custom),10,1,145.231399,7630.805121
Bzip2,spar(Custom),10,2,144.31842,7640.387926
Bzip2,spar(Custom),10,3,144.424954,7762.04997
Bzip2,spar(Custom),10,4,142.861163,7714.357697
Bzip2,spar(Custom),10,5,144.528836,7626.549454
Bzip2,spar(Custom),10,6,144.769409,7638.511832
Bzip2,spar(Custom),10,7,145.235772,7617.154092
Bzip2,spar(Custom),10,8,145.116665,7699.013819
Bzip2,spar(Custom),11,1,152.952649,7172.310235
Bzip2,spar(Custom),11,2,153.114888,7199.608035
Bzip2,spar(Custom),11,3,152.287489,7234.404985
Bzip2,spar(Custom),11,4,151.577032,7164.110483
Bzip2,spar(Custom),11,5,152.607694,7187.695958
Bzip2,spar(Custom),11,6,153.245478,7287.803711
Bzip2,spar(Custom),11,7,151.955437,7081.656172
Bzip2,spar(Custom),11,8,152.626508,7062.300352
Bzip2,spar(Custom),12,1,151.159888,6924.425361
Bzip2,spar(Custom),12,2,152.784303,6932.626025
Bzip2,spar(Custom),12,3,151.035197,6945.847777
Bzip2,spar(Custom),12,4,152.228604,6990.240705
Bzip2,spar(Custom),12,5,152.537327,6907.377167
Bzip2,spar(Custom),12,6,149.259983,6855.624123
Bzip2,spar(Custom),12,7,147.516409,6926.539977
Bzip2,spar(Custom),12,8,151.613296,6839.832549
Bzip2,ff_np,1,1,22.955466,130.589425
Bzip2,ff_np,1,2,22.969445,130.506502
Bzip2,ff_np,1,3,22.852838,131.169782
Bzip2,ff_np,1,4,22.951339,130.605265
Bzip2,ff_np,1,5,22.968992,130.540275
Bzip2,ff_np,1,6,22.962288,130.546342
Bzip2,ff_np,1,7,22.973938,130.47925
Bzip2,ff_np,1,8,22.95998,131.200924
Bzip2,ff_np,2,1,45.457061,109.91685
Bzip2,ff_np,2,2,45.225146,110.483574
Bzip2,ff_np,2,3,45.240145,110.432231
Bzip2,ff_np,2,4,45.309418,110.278716
Bzip2,ff_np,2,5,45.321168,121.740719
Bzip2,ff_np,2,6,45.210215,110.503618
Bzip2,ff_np,2,7,45.247953,110.447012
Bzip2,ff_np,2,8,45.213949,110.507904
Bzip2,ff_np,3,1,67.414213,103.724598
Bzip2,ff_np,3,2,67.297868,103.98559
Bzip2,ff_np,3,3,67.245843,103.978886
Bzip2,ff_np,3,4,67.231091,104.011791
Bzip2,ff_np,3,5,67.223757,104.053514
Bzip2,ff_np,3,6,67.156778,104.099131
Bzip2,ff_np,3,7,67.212278,104.049806
Bzip2,ff_np,3,8,67.235913,137.115421
Bzip2,ff_np,4,1,88.014734,102.170044
Bzip2,ff_np,4,2,87.867821,102.339145
Bzip2,ff_np,4,3,87.880622,102.31619
Bzip2,ff_np,4,4,87.901492,102.271138
Bzip2,ff_np,4,5,87.912794,102.257949
Bzip2,ff_np,4,6,87.870231,108.762439
Bzip2,ff_np,4,7,88.076015,102.048519
Bzip2,ff_np,4,8,87.772397,102.421866
Bzip2,ff_np,5,1,107.224109,102.460647
Bzip2,ff_np,5,2,107.251649,102.417802
Bzip2,ff_np,5,3,107.18433,102.509783
Bzip2,ff_np,5,4,107.115503,102.508717
Bzip2,ff_np,5,5,107.130539,102.540524
Bzip2,ff_np,5,6,105.71839,104.20048
Bzip2,ff_np,5,7,107.034358,102.690766
Bzip2,ff_np,5,8,107.247604,102.448986
Bzip2,ff_np,6,1,123.807241,104.932731
Bzip2,ff_np,6,2,123.818778,104.951329
Bzip2,ff_np,6,3,123.533742,105.228177
Bzip2,ff_np,6,4,123.494091,105.158966
Bzip2,ff_np,6,5,123.74085,105.012398
Bzip2,ff_np,6,6,123.631962,109.558203
Bzip2,ff_np,6,7,123.748216,104.981102
Bzip2,ff_np,6,8,123.90405,104.828688
Bzip2,ff_np,7,1,131.134746,131.760352
Bzip2,ff_np,7,2,130.832766,125.922627
Bzip2,ff_np,7,3,131.32464,124.711839
Bzip2,ff_np,7,4,130.748709,125.270629
Bzip2,ff_np,7,5,130.472073,125.82406
Bzip2,ff_np,7,6,130.918918,125.369284
Bzip2,ff_np,7,7,130.895886,129.359888
Bzip2,ff_np,7,8,130.976975,125.078201
Bzip2,ff_np,8,1,138.033912,156.732341
Bzip2,ff_np,8,2,138.378007,134.091683
Bzip2,ff_np,8,3,138.449711,134.451075
Bzip2,ff_np,8,4,138.296097,134.539155
Bzip2,ff_np,8,5,138.080666,134.896227
Bzip2,ff_np,8,6,137.959028,134.165951
Bzip2,ff_np,8,7,138.130585,135.106994
Bzip2,ff_np,8,8,137.808031,134.210027
Bzip2,ff_np,9,1,143.953271,140.971798
Bzip2,ff_np,9,2,144.62945,140.745437
Bzip2,ff_np,9,3,144.628134,140.58
Bzip2,ff_np,9,4,144.60329,140.696734
Bzip2,ff_np,9,5,144.708088,140.521446
Bzip2,ff_np,9,6,144.552574,140.296696
Bzip2,ff_np,9,7,144.775236,162.604256
Bzip2,ff_np,9,8,144.475842,140.274631
Bzip2,ff_np,10,1,150.791898,177.600339
Bzip2,ff_np,10,2,150.680162,145.429881
Bzip2,ff_np,10,3,150.785929,146.213833
Bzip2,ff_np,10,4,150.989813,145.39109
Bzip2,ff_np,10,5,150.674349,145.617797
Bzip2,ff_np,10,6,150.906244,151.651082
Bzip2,ff_np,10,7,150.923473,148.625612
Bzip2,ff_np,10,8,150.607933,145.579929
Bzip2,ff_np,11,1,156.869056,175.735082
Bzip2,ff_np,11,2,157.001393,198.412815
Bzip2,ff_np,11,3,157.227856,215.216768
Bzip2,ff_np,11,4,157.077067,474.148745
Bzip2,ff_np,11,5,157.459259,194.491272
Bzip2,ff_np,11,6,157.213952,222.726453
Bzip2,ff_np,11,7,157.089574,189.869001
Bzip2,ff_np,11,8,157.167229,178.444493
Bzip2,ff_np,12,1,162.80399,156.257378
Bzip2,ff_np,12,2,162.845735,172.51865
Bzip2,ff_np,12,3,162.752607,166.16435
Bzip2,ff_np,12,4,162.617628,153.913214
Bzip2,ff_np,12,5,146.738716,1887.683906
Bzip2,ff_np,12,6,162.686618,187.598419
Bzip2,ff_np,12,7,147.376436,1755.27905
Bzip2,ff_np,12,8,162.379168,209.275459
Bzip2,ff(Custom),1,1,22.988826,131.545159
Bzip2,ff(Custom),1,2,22.985103,130.453167
Bzip2,ff(Custom),1,3,22.976613,130.464093
Bzip2,ff(Custom),1,4,22.974399,130.830089
Bzip2,ff(Custom),1,5,23.001257,130.352529
Bzip2,ff(Custom),1,6,22.975953,130.469653
Bzip2,ff(Custom),1,7,22.940318,130.709552
Bzip2,ff(Custom),1,8,22.968431,130.862392
Bzip2,ff(Custom),2,1,45.745647,119.899745
Bzip2,ff(Custom),2,2,45.694602,109.348894
Bzip2,ff(Custom),2,3,45.544096,118.909834
Bzip2,ff(Custom),2,4,45.623756,115.60663
Bzip2,ff(Custom),2,5,45.65538,109.434884
Bzip2,ff(Custom),2,6,45.631253,116.147423
Bzip2,ff(Custom),2,7,45.620172,112.502805
Bzip2,ff(Custom),2,8,45.610882,116.075743
Bzip2,ff(Custom),3,1,67.433474,104.789198
Bzip2,ff(Custom),3,2,67.321299,106.209331
Bzip2,ff(Custom),3,3,67.441494,125.897774
Bzip2,ff(Custom),3,4,67.445841,103.682258
Bzip2,ff(Custom),3,5,67.416515,103.693006
Bzip2,ff(Custom),3,6,67.421563,115.900569
Bzip2,ff(Custom),3,7,67.397603,169.998401
Bzip2,ff(Custom),3,8,67.41387,108.017215
Bzip2,ff(Custom),4,1,88.290576,101.77266
Bzip2,ff(Custom),4,2,88.198276,101.92231
Bzip2,ff(Custom),4,3,88.174463,107.72565
Bzip2,ff(Custom),4,4,88.272033,101.808987
Bzip2,ff(Custom),4,5,88.106557,119.435695
Bzip2,ff(Custom),4,6,88.175348,101.90436
Bzip2,ff(Custom),4,7,88.081997,125.517319
Bzip2,ff(Custom),4,8,88.125198,197.204769
Bzip2,ff(Custom),5,1,107.355226,132.640346
Bzip2,ff(Custom),5,2,107.251168,106.493726
Bzip2,ff(Custom),5,3,107.375925,127.050755
Bzip2,ff(Custom),5,4,107.388132,103.900973
Bzip2,ff(Custom),5,5,107.247142,129.783756
Bzip2,ff(Custom),5,6,107.17462,106.424568
Bzip2,ff(Custom),5,7,107.378703,102.251403
Bzip2,ff(Custom),5,8,107.401933,102.4076
Bzip2,ff(Custom),6,1,123.874669,113.1622
Bzip2,ff(Custom),6,2,123.836689,104.893778
Bzip2,ff(Custom),6,3,123.97744,138.350289
Bzip2,ff(Custom),6,4,123.625229,122.349847
Bzip2,ff(Custom),6,5,124.157057,135.222568
Bzip2,ff(Custom),6,6,123.870741,112.836195
Bzip2,ff(Custom),6,7,123.633194,110.166435
Bzip2,ff(Custom),6,8,123.714582,114.336292
Bzip2,ff(Custom),7,1,130.930673,131.958169
Bzip2,ff(Custom),7,2,131.149224,151.180294
Bzip2,ff(Custom),7,3,131.21812,144.061677
Bzip2,ff(Custom),7,4,131.505274,153.747674
Bzip2,ff(Custom),7,5,131.233277,144.622497
Bzip2,ff(Custom),7,6,131.289822,131.620905
Bzip2,ff(Custom),7,7,130.928796,158.787514
Bzip2,ff(Custom),7,8,130.975134,147.90983
Bzip2,ff(Custom),8,1,138.610606,149.895247
Bzip2,ff(Custom),8,2,138.256471,168.774681
Bzip2,ff(Custom),8,3,138.00299,158.561696
Bzip2,ff(Custom),8,4,138.297729,154.592613
Bzip2,ff(Custom),8,5,138.452867,141.425986
Bzip2,ff(Custom),8,6,138.288603,171.332823
Bzip2,ff(Custom),8,7,137.788266,184.324947
Bzip2,ff(Custom),8,8,138.264274,144.038157
Bzip2,ff(Custom),9,1,145.11553,146.118528
Bzip2,ff(Custom),9,2,145.387603,149.231982
Bzip2,ff(Custom),9,3,145.258551,144.592691
Bzip2,ff(Custom),9,4,144.882582,159.707275
Bzip2,ff(Custom),9,5,144.915306,170.952259
Bzip2,ff(Custom),9,6,145.115793,153.584989
Bzip2,ff(Custom),9,7,145.115639,192.887541
Bzip2,ff(Custom),9,8,144.464794,160.10395
Bzip2,ff(Custom),10,1,151.700696,149.681747
Bzip2,ff(Custom),10,2,151.601784,145.483619
Bzip2,ff(Custom),10,3,151.8892,145.237433
Bzip2,ff(Custom),10,4,151.586163,144.396964
Bzip2,ff(Custom),10,5,151.638516,145.646985
Bzip2,ff(Custom),10,6,151.951874,145.114833
Bzip2,ff(Custom),10,7,151.831884,145.685147
Bzip2,ff(Custom),10,8,151.693048,145.238945
Bzip2,ff(Custom),11,1,157.641563,167.36136
Bzip2,ff(Custom),11,2,157.689222,266.425748
Bzip2,ff(Custom),11,3,157.867708,212.129817
Bzip2,ff(Custom),11,4,157.913032,210.897278
Bzip2,ff(Custom),11,5,157.812362,185.244939
Bzip2,ff(Custom),11,6,158.124965,214.549726
Bzip2,ff(Custom),11,7,157.431756,160.990214
Bzip2,ff(Custom),11,8,158.083203,200.71342
Bzip2,ff(Custom),12,1,163.229823,153.851471
Bzip2,ff(Custom),12,2,163.111034,173.989449
Bzip2,ff(Custom),12,3,163.286564,163.549003
Bzip2,ff(Custom),12,4,163.220085,153.550237
Bzip2,ff(Custom),12,5,163.389441,153.514946
Bzip2,ff(Custom),12,6,163.292334,153.676795
Bzip2,ff(Custom),12,7,163.349372,153.514311
Bzip2,ff(Custom),12,8,163.186262,153.57714
Bzip2,tbb,1,1,22.836263,43.788773
Bzip2,tbb,1,2,22.857021,43.748932
Bzip2,tbb,1,3,22.118238,45.21028
Bzip2,tbb,1,4,22.768084,43.919922
Bzip2,tbb,1,5,22.746283,43.961885
Bzip2,tbb,1,6,22.834261,43.79266
Bzip2,tbb,1,7,22.816711,43.826237
Bzip2,tbb,1,8,22.888729,43.688397
Bzip2,tbb,2,1,45.290373,44.169307
Bzip2,tbb,2,2,45.202289,44.256969
Bzip2,tbb,2,3,45.016014,44.540441
Bzip2,tbb,2,4,45.531062,43.944493
Bzip2,tbb,2,5,45.508634,43.980104
Bzip2,tbb,2,6,45.135469,44.368718
Bzip2,tbb,2,7,45.171358,44.280181
Bzip2,tbb,2,8,45.157415,44.330334
Bzip2,tbb,3,1,67.219191,44.642407
Bzip2,tbb,3,2,67.238961,44.621209
Bzip2,tbb,3,3,67.138679,44.695527
Bzip2,tbb,3,4,66.826253,46.470674
Bzip2,tbb,3,5,66.870593,46.884151
Bzip2,tbb,3,6,67.095837,44.727275
Bzip2,tbb,3,7,67.210294,44.664926
Bzip2,tbb,3,8,67.091176,44.732127
Bzip2,tbb,4,1,87.894562,45.864682
Bzip2,tbb,4,2,87.875832,45.536918
Bzip2,tbb,4,3,87.79,45.583938
Bzip2,tbb,4,4,87.797333,45.561013
Bzip2,tbb,4,5,87.507151,45.717865
Bzip2,tbb,4,6,88.095546,45.460951
Bzip2,tbb,4,7,87.694417,45.624397
Bzip2,tbb,4,8,87.643061,47.783614
Bzip2,tbb,5,1,107.553331,46.493192
Bzip2,tbb,5,2,107.32871,46.607828
Bzip2,tbb,5,3,107.192457,46.653585
Bzip2,tbb,5,4,106.931276,46.861615
Bzip2,tbb,5,5,107.169803,46.657843
Bzip2,tbb,5,6,106.904506,46.784846
Bzip2,tbb,5,7,107.295472,46.673614
Bzip2,tbb,5,8,107.420566,46.571744
Bzip2,tbb,6,1,123.228353,55.683211
Bzip2,tbb,6,2,124.201863,49.396346
Bzip2,tbb,6,3,124.310059,48.278931
Bzip2,tbb,6,4,124.123392,48.387449
Bzip2,tbb,6,5,124.08514,49.544056
Bzip2,tbb,6,6,123.665044,48.591215
Bzip2,tbb,6,7,124.299876,48.277156
Bzip2,tbb,6,8,124.365941,48.303259
Bzip2,tbb,7,1,131.303821,56.624002
Bzip2,tbb,7,2,131.516031,56.507817
Bzip2,tbb,7,3,131.358963,56.326347
Bzip2,tbb,7,4,126.437601,84.965919
Bzip2,tbb,7,5,131.245912,56.904351
Bzip2,tbb,7,6,131.194627,59.583331
Bzip2,tbb,7,7,126.129985,91.978678
Bzip2,tbb,7,8,131.351555,56.397411
Bzip2,tbb,8,1,137.729435,74.019502
Bzip2,tbb,8,2,138.704647,61.685029
Bzip2,tbb,8,3,138.106065,67.786471
Bzip2,tbb,8,4,137.599895,73.889858
Bzip2,tbb,8,5,138.312727,61.663934
Bzip2,tbb,8,6,131.993764,98.788536
Bzip2,tbb,8,7,138.340546,61.900398
Bzip2,tbb,8,8,138.38608,61.997682
Bzip2,tbb,9,1,145.058422,65.819218
Bzip2,tbb,9,2,145.311775,72.754939
Bzip2,tbb,9,3,142.019916,91.601682
Bzip2,tbb,9,4,142.932614,86.639121
Bzip2,tbb,9,5,145.45823,65.480962
Bzip2,tbb,9,6,139.130143,107.135201
Bzip2,tbb,9,7,145.081808,65.74608
Bzip2,tbb,9,8,131.724141,139.462706
Bzip2,tbb,10,1,147.348393,99.370204
Bzip2,tbb,10,2,146.946751,102.985185
Bzip2,tbb,10,3,149.657655,90.063432
Bzip2,tbb,10,4,149.512454,90.953084
Bzip2,tbb,10,5,151.416432,80.194047
Bzip2,tbb,10,6,151.449426,71.231009
Bzip2,tbb,10,7,151.72396,68.656929
Bzip2,tbb,10,8,149.162913,93.832672
Bzip2,tbb,11,1,156.28364,92.807441
Bzip2,tbb,11,2,158.000391,78.352979
Bzip2,tbb,11,3,140.668705,171.545292
Bzip2,tbb,11,4,157.78613,82.899513
Bzip2,tbb,11,5,158.033637,71.103486
Bzip2,tbb,11,6,157.872951,71.150322
Bzip2,tbb,11,7,155.827195,95.013203
Bzip2,tbb,11,8,157.676426,79.818794
Bzip2,tbb,12,1,159.07866,113.833538
Bzip2,tbb,12,2,161.3513,112.069634
Bzip2,tbb,12,3,154.695162,150.744763
Bzip2,tbb,12,4,160.57568,122.591497
Bzip2,tbb,12,5,164.198104,84.577874
Bzip2,tbb,12,6,162.981528,95.206547
Bzip2,tbb,12,7,163.968258,84.25488
Bzip2,tbb,12,8,161.263505,109.185362
Lane,spar_np,1,1,29.850236,33037.37975
Lane,spar_np,1,2,29.879557,32984.6974
Lane,spar_np,1,3,30.010028,32808.30344
Lane,spar_np,1,4,30.083569,32785.10019
Lane,spar_np,1,5,30.026149,32782.70398
Lane,spar_np,1,6,29.843187,32992.31263
Lane,spar_np,1,7,29.781106,33089.52559
Lane,spar_np,1,8,29.729265,33136.02299
Lane,spar_np,2,1,59.033134,16489.93419
Lane,spar_np,2,2,59.750875,16323.06103
Lane,spar_np,2,3,58.923139,16487.46688
Lane,spar_np,2,4,59.085386,16472.76665
Lane,spar_np,2,5,59.014817,16429.45352
Lane,spar_np,2,6,59.270104,16415.54609
Lane,spar_np,2,7,59.279879,16448.95404
Lane,spar_np,2,8,59.29804,16455.54531
Lane,spar_np,3,1,87.037967,11026.48562
Lane,spar_np,3,2,87.324969,11049.60181
Lane,spar_np,3,3,87.269785,11040.20565
Lane,spar_np,3,4,87.135634,11064.21775
Lane,spar_np,3,5,88.265069,10973.40057
Lane,spar_np,3,6,87.748559,11031.5418
Lane,spar_np,3,7,87.676828,11054.80516
Lane,spar_np,3,8,87.303931,10981.80707
Lane,spar_np,4,1,114.066233,8316.242065
Lane,spar_np,4,2,114.071919,8355.877138
Lane,spar_np,4,3,113.93808,8400.743129
Lane,spar_np,4,4,112.530174,8389.198414
Lane,spar_np,4,5,113.089494,8370.010323
Lane,spar_np,4,6,113.892124,8385.156713
Lane,spar_np,4,7,114.197714,8377.855805
Lane,spar_np,4,8,113.678274,8454.339463
Lane,spar_np,5,1,139.403346,6764.337246
Lane,spar_np,5,2,139.118309,6805.727094
Lane,spar_np,5,3,139.068411,6754.36407
Lane,spar_np,5,4,139.267258,6782.984459
Lane,spar_np,5,5,138.677446,6828.28373
Lane,spar_np,5,6,138.773172,6820.555008
Lane,spar_np,5,7,138.818087,6754.306955
Lane,spar_np,5,8,138.463838,6844.300526
Lane,spar_np,6,1,144.227716,6339.584332
Lane,spar_np,6,2,145.61359,6289.626875
Lane,spar_np,6,3,145.470193,6369.702101
Lane,spar_np,6,4,145.720793,6347.770943
Lane,spar_np,6,5,145.783769,6276.488974
Lane,spar_np,6,6,141.454249,6261.046627
Lane,spar_np,6,7,141.687626,6300.113219
Lane,spar_np,6,8,147.452804,6206.327538
Lane,spar_np,7,1,151.579119,5982.188315
Lane,spar_np,7,2,149.98951,5980.31143
Lane,spar_np,7,3,153.516266,5964.891308
Lane,spar_np,7,4,155.585785,5904.3473
Lane,spar_np,7,5,150.541544,6007.47513
Lane,spar_np,7,6,150.366971,5941.941213
Lane,spar_np,7,7,150.624581,5950.064952
Lane,spar_np,7,8,152.243145,5935.00486
Lane,spar_np,8,1,159.646598,5610.345103
Lane,spar_np,8,2,159.546688,5758.520482
Lane,spar_np,8,3,161.741685,5622.447123
Lane,spar_np,8,4,159.129607,5618.007847
