Aplicacao,PPI,NumTh,NumRep,Throughput,Latencia
Bzip2,ff(Custom),5,9,107.155186,117.180827
Bzip2,ff(Custom),5,10,107.108728,107.411252
Bzip2,ff(Custom),6,9,123.507384,114.994947
Bzip2,ff(Custom),6,10,123.841726,116.393899
Bzip2,ff(Custom),7,9,131.128617,165.94281
Bzip2,ff(Custom),7,10,130.744568,127.561219
Bzip2,ff(Custom),8,9,138.617844,135.652563
Bzip2,ff(Custom),8,10,138.541937,139.513633
Bzip2,ff(Custom),9,9,145.036721,180.19346
Bzip2,ff(Custom),9,10,145.084357,162.007088
Bzip2,ff(Custom),10,9,151.585886,192.64069
Bzip2,ff(Custom),10,10,151.583548,145.432038
Bzip2,ff(Custom),11,9,157.983897,198.299344
Bzip2,ff(Custom),11,10,158.147762,179.047434
Bzip2,ff(Custom),12,9,163.391408,153.489347
Bzip2,ff(Custom),12,10,161.593355,223.032403
Bzip2,tbb,1,9,22.837121,43.787108
Bzip2,tbb,1,10,22.822548,43.815095
Bzip2,tbb,2,9,45.154655,44.308775
Bzip2,tbb,2,10,45.125532,44.331391
Bzip2,tbb,3,9,67.156446,44.681193
Bzip2,tbb,3,10,67.148886,44.691003
Bzip2,tbb,4,9,87.742989,45.609694
Bzip2,tbb,4,10,87.852589,45.535731
Bzip2,tbb,5,9,107.304703,46.610307
Bzip2,tbb,5,10,107.137664,46.705021
Bzip2,tbb,6,9,122.839149,59.010011
Bzip2,tbb,6,10,124.202295,48.364591
Bzip2,tbb,7,9,131.421193,56.442454
Bzip2,tbb,7,10,131.483072,56.558319
Bzip2,tbb,8,9,138.28116,61.779599
Bzip2,tbb,8,10,138.805509,61.357729
Bzip2,tbb,9,9,141.393072,99.949766
Bzip2,tbb,9,10,145.044801,65.622053
Bzip2,tbb,10,9,151.092552,85.058949
Bzip2,tbb,10,10,148.464094,96.030874
Bzip2,tbb,11,9,158.063246,71.192993
Bzip2,tbb,11,10,157.791893,71.289199
Bzip2,tbb,12,9,164.164259,81.665903
Bzip2,tbb,12,10,162.890109,98.567837
Lane,spar_np,1,9,29.635375,33187.55464
Lane,spar_np,1,10,29.762496,33021.78033
Lane,spar_np,2,9,59.059853,16411.09901
Lane,spar_np,2,10,59.060902,16476.92946
Lane,spar_np,3,9,87.523905,11019.95357
Lane,spar_np,3,10,87.872826,11020.81839
Lane,spar_np,4,9,113.398282,8373.863548
Lane,spar_np,4,10,112.006986,8352.827883
Lane,spar_np,5,9,139.903781,6709.206293
Lane,spar_np,5,10,139.121528,6785.585038
Lane,spar_np,6,9,137.306755,6363.886278
Lane,spar_np,6,10,142.527465,6301.566765
Lane,spar_np,7,9,153.077824,5958.332491
Lane,spar_np,7,10,132.500203,6828.362795
Lane,spar_np,8,9,159.404975,5791.998584
Lane,spar_np,8,10,159.029785,5663.776457
Lane,spar_np,9,9,169.072876,5167.583321
Lane,spar_np,9,10,170.91748,5163.324114
Lane,spar_np,10,9,177.123904,5128.722978
Lane,spar_np,10,10,177.630201,4950.758236
Lane,spar_np,11,9,180.262131,4667.167205
Lane,spar_np,11,10,182.729055,4564.874555
Lane,spar_np,12,9,181.828199,4658.89215
Lane,spar_np,12,10,185.103456,4509.943745
Lane,spar(Custom),1,9,29.73888,33088.25447
Lane,spar(Custom),1,10,29.841641,32988.75692
Lane,spar(Custom),2,9,59.194823,16451.9277
Lane,spar(Custom),2,10,59.305622,16450.6564
Lane,spar(Custom),3,9,87.260355,11008.64439
Lane,spar(Custom),3,10,87.679232,11030.17774
Lane,spar(Custom),4,9,113.092413,8390.140133
Lane,spar(Custom),4,10,113.582276,8380.931122
Lane,spar(Custom),5,9,136.637098,6883.961177
Lane,spar(Custom),5,10,137.091894,6785.512409
Lane,spar(Custom),6,9,140.548404,6411.660534
Lane,spar(Custom),6,10,138.802345,6404.988455
Lane,spar(Custom),7,9,150.300617,5987.236583
Lane,spar(Custom),7,10,149.633507,5994.067339
Lane,spar(Custom),8,9,158.677995,5654.916897
Lane,spar(Custom),8,10,159.769574,5666.379801
Lane,spar(Custom),9,9,168.146516,5283.680925
Lane,spar(Custom),9,10,164.020635,5274.302393
Lane,spar(Custom),10,9,173.366032,4927.024186
Lane,spar(Custom),10,10,173.901926,5075.731341
Lane,spar(Custom),11,9,182.763872,4709.206103
Lane,spar(Custom),11,10,182.89695,4669.998828
Lane,spar(Custom),12,9,182.076499,4474.446937
Lane,spar(Custom),12,10,178.019583,4324.826928
Lane,ff_np,1,9,29.960222,102.010164
Lane,ff_np,1,10,29.945425,102.41901
Lane,ff_np,2,9,58.98661,86.919416
Lane,ff_np,2,10,59.022936,86.958325
Lane,ff_np,3,9,87.477464,82.634031
Lane,ff_np,3,10,87.272392,94.198382
Lane,ff_np,4,9,113.83879,82.410165
Lane,ff_np,4,10,114.144697,82.085089
Lane,ff_np,5,9,138.824912,139.975438
Lane,ff_np,5,10,138.348797,105.572594
Lane,ff_np,6,9,159.896551,150.211293
Lane,ff_np,6,10,159.698838,87.754118
Lane,ff_np,7,9,165.711758,189.737329
Lane,ff_np,7,10,165.321553,141.741041
Lane,ff_np,8,9,171.179602,122.554681
Lane,ff_np,8,10,171.036379,298.268877
Lane,ff_np,9,9,177.206343,127.785501
Lane,ff_np,9,10,176.579311,128.277329
Lane,ff_np,10,9,182.397735,168.551337
Lane,ff_np,10,10,182.998404,133.214614
Lane,ff_np,11,9,187.492949,168.875805
Lane,ff_np,11,10,187.139526,193.27331
Lane,ff_np,12,9,189.081664,217.783604
Lane,ff_np,12,10,168.968076,705.419776
Lane,ff(Custom),1,9,29.993995,111.601522
Lane,ff(Custom),1,10,29.961397,109.345156
Lane,ff(Custom),2,9,59.178969,86.66148
Lane,ff(Custom),2,10,59.131644,107.770072
Lane,ff(Custom),3,9,87.725001,82.443373
Lane,ff(Custom),3,10,87.515058,97.673149
Lane,ff(Custom),4,9,114.321443,208.174573
Lane,ff(Custom),4,10,113.870813,84.556215
Lane,ff(Custom),5,9,139.24871,83.231805
Lane,ff(Custom),5,10,139.452114,83.27986
Lane,ff(Custom),6,9,160.160402,95.902561
Lane,ff(Custom),6,10,159.937196,92.782058
Lane,ff(Custom),7,9,165.522058,114.077772
Lane,ff(Custom),7,10,165.823108,113.432592
Lane,ff(Custom),8,9,171.276522,122.621544
Lane,ff(Custom),8,10,161.54881,253.110489
Lane,ff(Custom),9,9,177.079895,126.922807
Lane,ff(Custom),9,10,177.158273,126.930642
Lane,ff(Custom),10,9,182.636247,252.188411
Lane,ff(Custom),10,10,182.636032,236.449216
Lane,ff(Custom),11,9,188.310919,219.25759
Lane,ff(Custom),11,10,187.887144,166.036191
Lane,ff(Custom),12,9,189.908655,260.615622
Lane,ff(Custom),12,10,186.19589,458.9824
Lane,tbb,1,9,30.145267,33.170934
Lane,tbb,1,10,30.207053,33.103083
Lane,tbb,2,9,57.946482,34.674597
Lane,tbb,2,10,56.392619,220.161858
Lane,tbb,3,9,84.629351,37.848265
Lane,tbb,3,10,84.849497,36.30345
Lane,tbb,4,9,111.113756,36.682149
Lane,tbb,4,10,107.422638,182.791561
Lane,tbb,5,9,120.388225,340.803594
Lane,tbb,5,10,136.113586,37.599716
Lane,tbb,6,9,158.502075,39.06113
Lane,tbb,6,10,146.158808,279.947961
Lane,tbb,7,9,164.076994,51.646368
Lane,tbb,7,10,150.818311,374.421811
Lane,tbb,8,9,169.555668,57.952588
Lane,tbb,8,10,169.79772,57.480686
Lane,tbb,9,9,175.104181,68.349567
Lane,tbb,9,10,165.698856,357.933968
Lane,tbb,10,9,180.496437,63.808038
Lane,tbb,10,10,165.44026,336.648064
Lane,tbb,11,9,183.003109,362.242346
Lane,tbb,11,10,175.798224,399.629648
Lane,tbb,12,9,190.514061,69.883866
Lane,tbb,12,10,165.301285,430.848846
Person,spar_np,1,9,3.868741,64142.13953
Person,spar_np,1,10,3.862893,64211.94927
Person,spar_np,2,9,7.653453,32418.48279
Person,spar_np,2,10,7.574422,32599.72716
Person,spar_np,3,9,11.223485,22147.39854
Person,spar_np,3,10,11.231836,22106.84752
Person,spar_np,4,9,14.535747,17009.43542
Person,spar_np,4,10,14.52794,17018.30017
Person,spar_np,5,9,17.403555,14310.14945
Person,spar_np,5,10,17.42013,14263.28634
Person,spar_np,6,9,16.711095,14075.57953
Person,spar_np,6,10,16.929633,14117.57356
Person,spar_np,7,9,17.024231,14298.80286
Person,spar_np,7,10,17.036191,14118.09613
Person,spar_np,8,9,17.701679,13919.33439
Person,spar_np,8,10,16.579385,14147.52038
Person,spar_np,9,9,17.595534,13724.44015
Person,spar_np,9,10,18.211509,13657.16998
Person,spar_np,10,9,18.033885,13863.4363
Person,spar_np,10,10,17.964039,13642.90001
Person,spar_np,11,9,18.342327,13507.07606
Person,spar_np,11,10,18.303014,13571.97597
Person,spar_np,12,9,18.246044,13431.07885
Person,spar_np,12,10,18.166438,13540.23409
Person,spar(Custom),1,9,3.859617,64295.73474
Person,spar(Custom),1,10,3.863786,64252.50338
Person,spar(Custom),2,9,7.635889,32480.99596
Person,spar(Custom),2,10,7.652138,32441.09417
Person,spar(Custom),3,9,11.218074,22128.45364
Person,spar(Custom),3,10,11.153157,22129.79449
Person,spar(Custom),4,9,14.448147,17077.03946
Person,spar(Custom),4,10,14.574042,17004.4886
Person,spar(Custom),5,9,17.332265,14317.78155
Person,spar(Custom),5,10,17.308142,14295.4986
Person,spar(Custom),6,9,16.759107,14142.02407
Person,spar(Custom),6,10,16.601091,14093.48754
Person,spar(Custom),7,9,17.260289,13863.28517
Person,spar(Custom),7,10,17.134368,14205.77939
Person,spar(Custom),8,9,17.514934,13936.98036
Person,spar(Custom),8,10,17.461505,13806.52046
Person,spar(Custom),9,9,17.691657,13822.8297
Person,spar(Custom),9,10,17.911819,13814.15362
Person,spar(Custom),10,9,17.965354,13619.83142
Person,spar(Custom),10,10,18.060117,13705.48422
Person,spar(Custom),11,9,18.083286,13627.12401
Person,spar(Custom),11,10,18.233222,13600.35127
Person,spar(Custom),12,9,18.304771,13529.75942
Person,spar(Custom),12,10,18.209773,13441.75663
Person,ff_np,1,9,3.876149,774.796116
Person,ff_np,1,10,3.879377,779.899471
Person,ff_np,2,9,7.511045,666.641438
Person,ff_np,2,10,7.651439,655.4664
Person,ff_np,3,9,11.250559,623.921369
Person,ff_np,3,10,11.282334,623.170398
Person,ff_np,4,9,14.695751,708.197693
Person,ff_np,4,10,14.721093,610.946991
Person,ff_np,5,9,17.615457,636.162276
Person,ff_np,5,10,17.597488,624.547796
Person,ff_np,6,9,20.154066,646.173091
Person,ff_np,6,10,20.163665,649.230696
Person,ff_np,7,9,20.07557,937.135224
Person,ff_np,7,10,20.072653,974.778287
Person,ff_np,8,9,19.829128,1015.249527
Person,ff_np,8,10,19.885143,1039.019702
Person,ff_np,9,9,19.733506,1104.100573
Person,ff_np,9,10,19.77177,1095.140576
Person,ff_np,10,9,19.567918,1180.600793
Person,ff_np,10,10,19.606475,1171.084627
Person,ff_np,11,9,19.449982,1241.909933
Person,ff_np,11,10,19.442805,1270.589764
Person,ff_np,12,9,19.292948,1344.99166
Person,ff_np,12,10,19.295356,1301.463502
Person,ff(Custom),1,9,3.867461,777.35216
Person,ff(Custom),1,10,3.862205,795.043647
Person,ff(Custom),2,9,7.653257,655.173702
Person,ff(Custom),2,10,7.633282,663.662629
Person,ff(Custom),3,9,11.244032,625.142798
Person,ff(Custom),3,10,11.272366,621.574924
Person,ff(Custom),4,9,14.692401,619.48768
Person,ff(Custom),4,10,14.686507,613.653747
Person,ff(Custom),5,9,17.601793,624.241829
Person,ff(Custom),5,10,17.674987,629.965804
Person,ff(Custom),6,9,20.193823,643.538387
Person,ff(Custom),6,10,20.184866,642.646822
Person,ff(Custom),7,9,20.121606,949.711496
Person,ff(Custom),7,10,20.003998,996.833884
Person,ff(Custom),8,9,19.963208,1016.463547
Person,ff(Custom),8,10,19.79399,1026.813513
Person,ff(Custom),9,9,19.686623,1093.539967
Person,ff(Custom),9,10,19.746943,1098.359047
Person,ff(Custom),10,9,19.563588,1175.433227
Person,ff(Custom),10,10,19.58769,1159.078542
Person,ff(Custom),11,9,19.485785,1336.656247
Person,ff(Custom),11,10,19.48787,1255.374638
Person,ff(Custom),12,9,19.343787,1300.206191
Person,ff(Custom),12,10,19.361639,1297.107836
Person,tbb,1,9,3.792175,263.697949
Person,tbb,1,10,3.70287,270.057909
Person,tbb,2,9,7.253711,319.578384
Person,tbb,2,10,7.506751,272.068191
Person,tbb,3,9,11.190498,267.567833
Person,tbb,3,10,11.149603,272.047984
Person,tbb,4,9,14.606947,273.365444
Person,tbb,4,10,14.55231,274.300171
Person,tbb,5,9,17.555381,285.038796
Person,tbb,5,10,17.531701,285.635669
Person,tbb,6,9,20.151023,297.869549
Person,tbb,6,10,20.024867,306.529898
Person,tbb,7,9,20.005867,429.324529
Person,tbb,7,10,19.990282,417.82574
Person,tbb,8,9,19.86728,478.44832
Person,tbb,8,10,19.870246,506.994473
Person,tbb,9,9,18.741762,629.13548
Person,tbb,9,10,19.816368,530.387296
Person,tbb,10,9,19.465865,583.370184
Person,tbb,10,10,19.618468,569.9972
Person,tbb,11,9,19.485974,609.72524
Person,tbb,11,10,19.452679,597.014909
Person,tbb,12,9,19.393253,621.519698
Person,tbb,12,10,19.38128,630.630993
